"","BirdID","FieldPeriodID","Status","PeriodYear","Island","BirthDate","birthyear","popden","PeriodEnd","BreedGroupID","TerritoryID","newstat","next_status","next_year","next_breedgroup","change","occasionyear","avg_invert","age","SexEstimate"
"175",6896,175,"BrM",2021,"CN",2018-06-26,2018,313,2021-06-15,8559,745,"Dom","Sub",2021,8411,"br2sub",2021,5.32664501271832,3,1
"176",6897,171,"BrM",2019,"CN",2017-11-26,2017,394,2019-03-09,8161,160,"Dom","Sub",2019,8180,"br2sub",2019,2.98437240804918,2,1
"177",6902,173,"BrF",2019,"CN",2017-12-07,2017,406,2019-09-23,8279,140,"Dom","Sub",2020,8340,"br2sub",2019,4.91754018114599,2,0
"178",6905,174,"BrF",2020,"CN",2018-07-16,2018,337,2020-03-16,8319,20,"Dom","Sub",2021,8467,"br2sub",2020,2.58767040275742,2,0
"179",6918,177,"BrM",2022,"CN",2018-07-17,2018,333,2022-03-18,8655,55,"Dom","Sub",2022,8826,"br2sub",2022,4.20351862352767,4,1
"180",6921,178,"BrM",2022,"CN",2018-07-11,2018,290,2022-09-14,8798,123,"Dom","Sub",2023,9040,"br2sub",2022,3.15933207700952,4,1
"181",7071,176,"BrM",2021,"CN",2018-09-15,2018,364,2021-09-30,8585,771,"Dom","Sub",2022,8616,"br2sub",2021,4.46788579255577,3,1
"182",7093,176,"BrF",2021,"CN",2018-10-14,2018,364,2021-09-30,8433,480,"Dom","Sub",2022,8639,"br2sub",2021,4.46788579255577,3,0
"183",7096,178,"BrF",2022,"CN",2018-10-16,2018,290,2022-09-14,8730,1,"Dom","Sub",2023,8838,"br2sub",2022,3.15933207700952,4,0
"184",7109,177,"BrF",2022,"CN",2018-12-18,2018,333,2022-03-18,8686,770,"Dom","Sub",2022,8787,"br2sub",2022,4.20351862352767,4,0
"185",7132,178,"BrF",2022,"CN",2019-06-02,2019,290,2022-09-14,8773,34,"Dom","Sub",2023,8894,"br2sub",2022,3.15933207700952,3,0
"186",7178,184,"BrF",2023,"CN",2021-07-19,2021,259,2023-03-27,8904,128,"Dom","Sub",2023,8984,"br2sub",2023,4.43485646140217,2,0
"187",7189,178,"BrM",2022,"CN",2020-10-15,2020,290,2022-09-14,8815,772,"Dom","Sub",2023,8925,"br2sub",2022,3.15933207700952,2,1
"188",7200,176,"BrF",2021,"CN",2020-12-11,2020,364,2021-09-30,8436,75,"Dom","Sub",2022,8635,"br2sub",2021,4.46788579255577,1,0
"189",7219,184,"BrM",2023,"CN",2021-04-26,2021,259,2023-03-27,8904,128,"Dom","Sub",2023,8997,"br2sub",2023,4.43485646140217,2,1
"190",476,35,"ABX",2005,"CN",1992-08-12,1992,328,2005-01-12,2960,126,"Sub","Helper",2005,733,"br2help",2005,5.85391449056688,13,0
"191",1042,124,"AB",2014,"CN",1996-07-04,1996,316,2014-03-04,6431,63,"Sub","Helper",2014,6661,"br2help",2014,6.32106875513502,18,0
"192",1152,27,"ABX",1999,"CN",1997-05-06,1997,283,1999-05-04,2491,42,"Sub","Helper",1999,376,"br2help",NA,NA,2,0
"193",1158,23,"ABX",1998,"CN",1996-07-10,1996,368,1998-03-28,150,77,"Sub","Helper",1998,238,"br2help",1998,5.83789656882623,2,0
"194",1271,41,"ABX",2002,"CN",1997-01-25,1997,396,2002-10-02,3282,168,"Sub","Helper",2003,547,"br2help",NA,NA,5,0
"195",1660,85,"ABX",2008,"CN",2002-03-18,2002,368,2008-02-21,4319,8,"Sub","Helper",2008,4501,"br2help",2008,1.83148956081149,6,0
"196",5125,104,"SEEN1",2010,"CN",2007-08-20,2007,336,2010-09-10,5004,68,"Sub","Helper",2011,5109,"br2help",2010,3.43745237720491,3,0
"197",5319,124,"AB",2014,"CN",2009-03-25,2009,316,2014-03-04,6431,63,"Sub","Helper",2014,6661,"br2help",2014,6.32106875513502,5,0
"198",5607,118,"NSA",2013,"CN",2010-11-03,2010,318,2013-02-27,5654,26,"Sub","Helper",2013,6139,"br2help",2013,4.09578878614323,3,0
"199",5644,177,"NSA",2022,"CN",2011-05-02,2011,333,2022-03-18,8692,128,"Sub","Helper",2022,8725,"br2help",2022,4.20351862352767,11,0
"200",6026,159,"ABX",2016,"CN",2012-11-30,2012,327,2016-09-19,7549,82,"Sub","Helper",2017,7623,"br2help",2016,4.21428620244736,4,1
"201",6161,175,"NSA",2021,"CN",2014-03-04,2014,313,2021-06-15,8486,618,"Sub","Helper",2021,8415,"br2help",2021,5.32664501271832,7,0
"202",6558,175,"NSA",2021,"CN",2015-10-15,2015,313,2021-06-15,8484,48,"Sub","Helper",2021,8570,"br2help",2021,5.32664501271832,6,0
"203",44,23,"BrM",1998,"CN",1986-08-04,1986,368,1998-03-28,121,5,"Dom","Dom",1998,191,"lifebr",1998,5.83789656882623,12,1
"204",51,41,"BrM",2002,"CN",1987-03-08,1987,396,2002-10-02,806,51,"Dom","Dom",2003,481,"lifebr",NA,NA,15,1
"205",64,22,"BrF",1997,"CN",1987-08-16,1987,379,1997-08-28,77,103,"Dom","Dom",1998,164,"lifebr",1997,6.34906043057842,10,0
"206",65,22,"BrM",1997,"CN",1987-08-16,1987,379,1997-08-28,48,56,"Dom","Dom",1998,2324,"lifebr",1997,6.34906043057842,10,1
"207",78,27,"BrF",1999,"CN",1987-09-20,1987,283,1999-05-04,2500,61,"Dom","Dom",1999,389,"lifebr",NA,NA,12,0
"208",163,23,"ABX",1998,"CN",1988-03-24,1988,368,1998-03-28,143,59,"Sub","Dom",1998,225,"lifebr",1998,5.83789656882623,10,0
"209",168,39,"BrF",2000,"CN",1989-07-15,1989,404,2000-08-13,3089,89,"Dom","Dom",2001,3203,"lifebr",NA,NA,11,0
"210",169,27,"BrF",1999,"CN",1988-09-13,1988,283,1999-05-04,2484,28,"Dom","Dom",1999,369,"lifebr",NA,NA,11,0
"211",171,22,"BrF",1997,"CN",1989-01-16,1989,379,1997-08-28,58,71,"Dom","Dom",1998,148,"lifebr",1997,6.34906043057842,8,0
"212",172,22,"BrF",1997,"CN",1989-07-15,1989,379,1997-08-28,26,22,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,8,0
"213",176,41,"BrM",2002,"CN",1988-09-13,1988,396,2002-10-02,813,63,"Dom","Dom",2003,492,"lifebr",NA,NA,14,1
"214",178,22,"BrM",1997,"CN",1988-09-13,1988,379,1997-08-28,77,103,"Dom","Dom",1998,164,"lifebr",1997,6.34906043057842,9,1
"215",199,30,"BrF",2003,"CN",1986-12-02,1986,373,2003-09-02,473,42,"Dom","Dom",2003,2620,"lifebr",2003,3.65308711255895,17,0
"216",200,27,"BrM",1999,"CN",1988-09-10,1988,283,1999-05-04,320,12,"Dom","Dom",1999,356,"lifebr",NA,NA,11,1
"217",207,22,"BrF",1997,"CN",1988-11-22,1988,379,1997-08-28,48,56,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,9,0
"218",208,22,"BrM",1997,"CN",1989-01-23,1989,379,1997-08-28,103,144,"Dom","Dom",1998,2348,"lifebr",1997,6.34906043057842,8,1
"219",215,27,"BrM",1999,"CN",1988-07-27,1988,283,1999-05-04,323,25,"Dom","Dom",1999,366,"lifebr",NA,NA,11,1
"220",216,39,"BrM",2000,"CN",1988-07-27,1988,404,2000-08-13,3062,53,"Dom","Dom",2001,3175,"lifebr",NA,NA,12,1
"221",220,39,"BrM",2000,"CN",1988-08-12,1988,404,2000-08-13,3044,26,"Dom","Dom",2001,3154,"lifebr",NA,NA,12,1
"222",221,37,"BrM",2005,"CN",1988-06-25,1988,374,2005-09-11,678,45,"Dom","Dom",2005,6339,"lifebr",2005,3.76584093842371,17,1
"223",297,39,"BrF",2000,"CN",1989-01-16,1989,404,2000-08-13,3103,115,"Dom","Dom",2001,3219,"lifebr",NA,NA,11,0
"224",308,39,"BrF",2000,"CN",1990-08-10,1990,404,2000-08-13,3062,53,"Dom","Dom",2001,3175,"lifebr",NA,NA,10,0
"225",331,22,"BrM",1997,"CN",1988-09-13,1988,379,1997-08-28,117,172,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,9,1
"226",436,28,"BrM",1999,"CN",1992-12-10,1992,376,1999-09-26,396,73,"Dom","Dom",2000,3076,"lifebr",1999,5.15521640609487,7,1
"227",441,75,"TBrF",2006,"CN",1992-08-07,1992,389,2006-09-02,3787,38,"T","Sub",2007,3898,"lifebr",2006,3.14873123228241,14,0
"228",444,39,"BrF",2000,"CN",1992-12-11,1992,404,2000-08-13,3050,35,"Dom","Dom",2001,3161,"lifebr",NA,NA,8,0
"229",447,27,"BrF",1999,"CN",1992-08-08,1992,283,1999-05-04,328,54,"Dom","Dom",1999,385,"lifebr",NA,NA,7,0
"230",450,28,"BrF",1999,"CN",1992-08-09,1992,376,1999-09-26,404,84,"Dom","Dom",2000,3085,"lifebr",1999,5.15521640609487,7,0
"231",454,30,"BrF",2003,"CN",1992-08-10,1992,373,2003-09-02,475,45,"Dom","Dom",2003,2622,"lifebr",2003,3.65308711255895,11,0
"232",455,22,"BrF",1997,"CN",1992-08-10,1992,379,1997-08-28,41,48,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,5,0
"233",457,23,"BrF",1998,"CN",1992-08-10,1992,368,1998-03-28,127,16,"Dom","Dom",1998,199,"lifebr",1998,5.83789656882623,6,0
"234",459,75,"BrF",2006,"CN",1992-08-11,1992,389,2006-09-02,3800,55,"Dom","Dom",2007,3918,"lifebr",2006,3.14873123228241,14,0
"235",462,23,"BrF",1998,"CN",1992-08-11,1992,368,1998-03-28,2323,55,"Dom","Dom",1998,223,"lifebr",1998,5.83789656882623,6,0
"236",466,27,"BrF",1999,"CN",1993-08-11,1993,283,1999-05-04,2495,51,"Dom","Dom",1999,382,"lifebr",NA,NA,6,0
"237",467,28,"BrM",1999,"CN",1992-08-11,1992,376,1999-09-26,392,67,"Dom","Dom",2000,3071,"lifebr",1999,5.15521640609487,7,1
"238",469,27,"BrF",1999,"CN",1992-08-11,1992,283,1999-05-04,329,62,"Dom","Dom",1999,390,"lifebr",NA,NA,7,0
"239",470,26,"BrM",1999,"CN",1992-08-12,1992,295,1999-01-29,2416,33,"Dom","Dom",1999,2487,"lifebr",1999,1.51550549589335,7,1
"240",477,22,"BrM",1997,"CN",1992-08-14,1992,379,1997-08-28,92,126,"Dom","Dom",1998,2341,"lifebr",1997,6.34906043057842,5,1
"241",479,22,"BrF",1997,"CN",1992-08-16,1992,379,1997-08-28,68,87,"Dom","Dom",1998,156,"lifebr",1997,6.34906043057842,5,0
"242",494,39,"BrM",2000,"CN",1990-07-02,1990,404,2000-08-13,3053,40,"Dom","Dom",2001,3165,"lifebr",NA,NA,10,1
"243",495,39,"BrM",2000,"CN",1993-07-08,1993,404,2000-08-13,3033,9,"Dom","Dom",2001,3142,"lifebr",NA,NA,7,1
"244",497,77,"BrM",2007,"CN",1993-07-08,1993,379,2007-01-29,3884,8,"Dom","Dom",2007,4194,"lifebr",2007,2.69293973167199,14,1
"245",498,22,"SEEN1",1997,"CN",1993-11-10,1993,379,1997-08-28,15,1,"Sub","Dom",1998,178,"lifebr",1997,6.34906043057842,4,1
"246",501,34,"BrM",2004,"CN",1994-04-09,1994,315,2004-09-02,567,2,"Dom","Dom",2005,2874,"lifebr",2004,3.18841004325798,10,1
"247",502,27,"BrF",1999,"CN",1993-07-08,1993,283,1999-05-04,323,25,"Dom","Dom",1999,366,"lifebr",NA,NA,6,0
"248",503,82,"BrF",2007,"CN",1993-07-08,1993,396,2007-09-16,4212,33,"Dom","Dom",2008,4337,"lifebr",2007,2.00111878419741,14,0
"249",504,28,"BrF",1999,"CN",1993-07-08,1993,376,1999-09-26,353,5,"Dom","Dom",2000,3029,"lifebr",1999,5.15521640609487,6,0
"250",505,22,"SEEN1",1997,"CN",1993-07-08,1993,379,1997-08-28,73,95,"Sub","Dom",1998,161,"lifebr",1997,6.34906043057842,4,0
"251",506,31,"BrM",2003,"CN",1993-07-08,1993,353,2004-01-14,2704,173,"Dom","Dom",2004,2822,"lifebr",NA,NA,10,1
"252",507,85,"BrM",2008,"CN",1993-07-08,1993,368,2008-02-21,4335,30,"Dom","Dom",2008,4517,"lifebr",2008,1.83148956081149,15,1
"253",508,22,"BrF",1997,"CN",1993-07-08,1993,379,1997-08-28,90,123,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,4,0
"254",509,40,"BrM",2001,"CN",1993-07-08,1993,305,2001-07-26,3230,130,"Dom","Dom",2002,3278,"lifebr",NA,NA,8,1
"255",510,77,"BrM",2007,"CN",1993-07-11,1993,379,2007-01-29,3967,126,"Dom","Dom",2007,4279,"lifebr",2007,2.69293973167199,14,1
"256",511,25,"BrF",1998,"CN",1993-07-11,1993,325,1998-09-27,219,49,"Dom","Dom",1999,2422,"lifebr",1998,3.40909704468116,5,0
"257",522,40,"BrF",2001,"CN",1993-07-16,1993,305,2001-07-26,3200,86,"Dom","Dom",2002,854,"lifebr",NA,NA,8,0
"258",523,39,"BrM",2000,"CN",1993-07-16,1993,404,2000-08-13,3084,83,"Dom","Dom",2001,3198,"lifebr",NA,NA,7,1
"259",525,28,"BrM",1999,"CN",1993-07-16,1993,376,1999-09-26,412,99,"Dom","Dom",2000,3095,"lifebr",1999,5.15521640609487,6,1
"260",530,22,"BrF",1997,"CN",1993-07-16,1993,379,1997-08-28,78,104,"Dom","Dom",1998,165,"lifebr",1997,6.34906043057842,4,0
"261",540,22,"BrM",1997,"CN",1993-07-21,1993,379,1997-08-28,97,134,"Dom","Dom",1998,2346,"lifebr",1997,6.34906043057842,4,1
"262",543,22,"BrF",1997,"CN",1993-07-21,1993,379,1997-08-28,97,134,"Dom","Dom",1998,2346,"lifebr",1997,6.34906043057842,4,0
"263",544,32,"BrM",2004,"CN",1993-07-21,1993,351,2004-05-29,2814,159,"Dom","Dom",2004,2871,"lifebr",NA,NA,11,1
"264",545,22,"BrM",1997,"CN",1993-07-23,1993,379,1997-08-28,108,160,"Dom","Dom",1998,181,"lifebr",1997,6.34906043057842,4,1
"265",550,22,"BrM",1997,"CN",1993-07-24,1993,379,1997-08-28,102,141,"Dom","Dom",1998,177,"lifebr",1997,6.34906043057842,4,1
"266",557,28,"BrM",1999,"CN",1993-07-24,1993,376,1999-09-26,387,57,"Dom","Dom",2000,3065,"lifebr",1999,5.15521640609487,6,1
"267",561,26,"BrF",1999,"CN",1993-07-24,1993,295,1999-01-29,294,67,"Dom","Dom",1999,2502,"lifebr",1999,1.51550549589335,6,0
"268",562,25,"BrM",1998,"CN",1993-07-27,1993,325,1998-09-27,196,13,"Dom","Dom",1999,2409,"lifebr",1998,3.40909704468116,5,1
"269",563,77,"BrF",2007,"CN",1994-07-19,1994,379,2007-01-29,3982,160,"Dom","Dom",2007,4293,"lifebr",2007,2.69293973167199,13,0
"270",595,34,"BrF",2004,"CN",1993-07-08,1993,315,2004-09-02,571,9,"Dom","Dom",2005,2880,"lifebr",2004,3.18841004325798,11,0
"271",596,27,"BrF",1999,"CN",1993-07-08,1993,283,1999-05-04,318,8,"Dom","Dom",1999,354,"lifebr",NA,NA,6,0
"272",597,39,"BrM",2000,"CN",1994-04-09,1994,404,2000-08-13,3039,20,"Dom","Dom",2001,3149,"lifebr",NA,NA,6,1
"273",602,39,"BrM",2000,"CN",1993-07-10,1993,404,2000-08-13,3109,123,"Dom","Dom",2001,3224,"lifebr",NA,NA,7,1
"274",604,28,"BrF",1999,"CN",1993-07-10,1993,376,1999-09-26,379,47,"Dom","Dom",2000,3057,"lifebr",1999,5.15521640609487,6,0
"275",605,25,"BrM",1998,"CN",1993-07-10,1993,325,1998-09-27,278,168,"Dom","Dom",1999,2470,"lifebr",1998,3.40909704468116,5,1
"276",606,22,"BrM",1997,"CN",1993-07-10,1993,379,1997-08-28,52,62,"Dom","Dom",1998,144,"lifebr",1997,6.34906043057842,4,1
"277",607,39,"BrM",2000,"CN",1993-07-10,1993,404,2000-08-13,3067,61,"Dom","Dom",2001,3181,"lifebr",NA,NA,7,1
"278",628,31,"BrF",2003,"CN",1993-07-16,1993,353,2004-01-14,2650,76,"Dom","Dom",2004,2766,"lifebr",NA,NA,10,0
"279",629,28,"BrM",1999,"CN",1993-07-16,1993,376,1999-09-26,404,84,"Dom","Dom",2000,3085,"lifebr",1999,5.15521640609487,6,1
"280",632,28,"BrM",1999,"CN",1993-07-16,1993,376,1999-09-26,409,90,"Dom","Dom",2000,3090,"lifebr",1999,5.15521640609487,6,1
"281",633,22,"BrM",1997,"CN",1993-07-16,1993,379,1997-08-28,91,125,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,4,1
"282",634,34,"BrM",2004,"CN",1993-07-17,1993,315,2004-09-02,636,171,"Dom","Dom",2005,2977,"lifebr",2004,3.18841004325798,11,1
"283",635,22,"BrF",1997,"CN",1993-07-17,1993,379,1997-08-28,76,102,"Dom","Dom",1998,163,"lifebr",1997,6.34906043057842,4,0
"284",636,22,"BrM",1997,"CN",1993-07-17,1993,379,1997-08-28,76,102,"Dom","Dom",1998,163,"lifebr",1997,6.34906043057842,4,1
"285",637,22,"BrM",1997,"CN",1993-07-17,1993,379,1997-08-28,78,104,"Dom","Dom",1998,165,"lifebr",1997,6.34906043057842,4,1
"286",638,40,"BrF",2001,"CN",1993-07-17,1993,305,2001-07-26,3225,125,"Dom","Dom",2002,839,"lifebr",NA,NA,8,0
"287",639,40,"BrF",2001,"CN",1994-04-18,1994,305,2001-07-26,3239,155,"Dom","Dom",2002,3280,"lifebr",NA,NA,7,0
"288",663,28,"BrF",1999,"CN",1993-07-21,1993,376,1999-09-26,427,130,"Dom","Dom",2000,3115,"lifebr",1999,5.15521640609487,6,0
"289",666,34,"BrF",2004,"CN",1993-07-21,1993,315,2004-09-02,630,157,"Dom","Dom",2005,2971,"lifebr",2004,3.18841004325798,11,0
"290",668,40,"BrM",2001,"CN",1994-04-23,1994,305,2001-07-26,3238,147,"Dom","Dom",2002,848,"lifebr",NA,NA,7,1
"291",670,40,"BrF",2001,"CN",1993-07-23,1993,305,2001-07-26,3213,105,"Dom","Dom",2002,829,"lifebr",NA,NA,8,0
"292",672,25,"BrM",1998,"CN",1993-11-25,1993,325,1998-09-27,209,32,"Dom","Dom",1999,2415,"lifebr",1998,3.40909704468116,5,1
"293",674,25,"BrM",1998,"CN",1993-07-24,1993,325,1998-09-27,268,137,"Dom","Dom",1999,2460,"lifebr",1998,3.40909704468116,5,1
"294",675,22,"BrF",1997,"CN",1993-07-24,1993,379,1997-08-28,94,129,"Dom","Dom",1998,2343,"lifebr",1997,6.34906043057842,4,0
"295",676,39,"BrM",2000,"CN",1993-07-24,1993,404,2000-08-13,3112,127,"Dom","Dom",2001,3227,"lifebr",NA,NA,7,1
"296",677,39,"BrF",2000,"CN",1993-07-24,1993,404,2000-08-13,3120,141,"Dom","Dom",2001,3236,"lifebr",NA,NA,7,0
"297",774,40,"BrF",2001,"CN",1994-06-17,1994,305,2001-07-26,3221,117,"Dom","Dom",2002,837,"lifebr",NA,NA,7,0
"298",776,28,"BrM",1999,"CN",1994-06-18,1994,376,1999-09-26,421,116,"Dom","Dom",2000,3104,"lifebr",1999,5.15521640609487,5,1
"299",794,23,"H",1998,"CN",1982-05-06,1982,368,1998-03-28,137,42,"Helper","Dom",1998,2389,"lifebr",1998,5.83789656882623,16,0
"300",823,41,"BrF",2002,"CN",1994-05-23,1994,396,2002-10-02,785,13,"Dom","Dom",2003,454,"lifebr",NA,NA,8,0
"301",825,31,"BrF",2003,"CN",1994-05-25,1994,353,2004-01-14,2613,32,"Dom","Dom",2004,2730,"lifebr",NA,NA,9,0
"302",826,40,"BrF",2001,"CN",1994-05-26,1994,305,2001-07-26,3170,48,"Dom","Dom",2002,803,"lifebr",NA,NA,7,0
"303",832,37,"BrF",2005,"CN",1994-05-31,1994,374,2005-09-11,707,83,"Dom","Dom",2005,6362,"lifebr",2005,3.76584093842371,11,0
"304",833,27,"BrF",1999,"CN",1994-05-31,1994,283,1999-05-04,320,12,"Dom","Dom",1999,356,"lifebr",NA,NA,5,0
"305",835,27,"BrF",1999,"CN",1994-06-01,1994,283,1999-05-04,333,74,"Dom","Dom",1999,397,"lifebr",NA,NA,5,0
"306",836,22,"BrM",1997,"CN",1994-06-03,1994,379,1997-08-28,84,112,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,3,1
"307",837,23,"BrM",1998,"CN",1994-10-07,1994,368,1998-03-28,120,3,"Dom","Dom",1998,189,"lifebr",1998,5.83789656882623,4,1
"308",840,40,"BrF",2001,"CN",1994-06-05,1994,305,2001-07-26,3149,20,"Dom","Dom",2002,789,"lifebr",NA,NA,7,0
"309",844,22,"BrF",1997,"CN",1994-06-16,1994,379,1997-08-28,104,147,"Dom","Dom",1998,2349,"lifebr",1997,6.34906043057842,3,0
"310",845,77,"BrF",2007,"CN",1994-06-18,1994,379,2007-01-29,3973,137,"Dom","T",2007,4285,"lifebr",2007,2.69293973167199,13,0
"311",846,22,"BrM",1997,"CN",1994-06-18,1994,379,1997-08-28,94,129,"Dom","Dom",1998,2343,"lifebr",1997,6.34906043057842,3,1
"312",847,28,"BrM",1999,"CN",1994-06-19,1994,376,1999-09-26,429,138,"Dom","Dom",2000,3118,"lifebr",1999,5.15521640609487,5,1
"313",849,30,"BrM",2003,"CN",1994-06-20,1994,373,2003-09-02,519,101,"Dom","Dom",2003,2671,"lifebr",2003,3.65308711255895,9,1
"314",850,22,"BrF",1997,"CN",1994-06-21,1994,379,1997-08-28,50,59,"Dom","Dom",1998,143,"lifebr",1997,6.34906043057842,3,0
"315",851,22,"BrM",1997,"CN",1994-06-25,1994,379,1997-08-28,96,132,"Dom","Dom",1998,173,"lifebr",1997,6.34906043057842,3,1
"316",853,27,"BrF",1999,"CN",1994-06-29,1994,283,1999-05-04,2510,81,"Dom","Dom",1999,401,"lifebr",NA,NA,5,0
"317",854,22,"BrM",1997,"CN",1994-06-29,1994,379,1997-08-28,72,94,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,3,1
"318",855,22,"BrF",1997,"CN",1994-06-29,1994,379,1997-08-28,72,94,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,3,0
"319",857,22,"BrM",1997,"CN",1994-07-01,1994,379,1997-08-28,2306,92,"Dom","Dom",1998,2333,"lifebr",1997,6.34906043057842,3,1
"320",858,39,"BrF",2000,"CN",1994-07-01,1994,404,2000-08-13,3091,92,"Dom","Dom",2001,3206,"lifebr",NA,NA,6,0
"321",859,27,"BrF",1999,"CN",1994-07-02,1994,283,1999-05-04,2478,15,"Dom","T",1999,359,"lifebr",NA,NA,5,0
"322",860,22,"BrM",1997,"CN",1994-07-03,1994,379,1997-08-28,61,74,"Dom","Dom",1998,2331,"lifebr",1997,6.34906043057842,3,1
"323",862,37,"BrF",2005,"CN",1994-07-04,1994,374,2005-09-11,712,90,"Dom","Dom",2005,6366,"lifebr",2005,3.76584093842371,11,0
"324",865,39,"BrM",2000,"CN",1994-07-09,1994,404,2000-08-13,3082,81,"Dom","Dom",2001,3196,"lifebr",NA,NA,6,1
"325",866,22,"BrM",1997,"CN",1994-07-09,1994,379,1997-08-28,68,87,"Dom","Dom",1998,156,"lifebr",1997,6.34906043057842,3,1
"326",868,23,"BrM",1998,"CN",1995-07-04,1995,368,1998-03-28,127,16,"Dom","Dom",1998,199,"lifebr",1998,5.83789656882623,3,1
"327",873,22,"BrM",1997,"CN",1994-07-24,1994,379,1997-08-28,2308,124,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,3,1
"328",877,22,"BrM",1997,"CN",1994-07-31,1994,379,1997-08-28,58,71,"Dom","Dom",1998,148,"lifebr",1997,6.34906043057842,3,1
"329",878,22,"BrF",1997,"CN",1994-07-31,1994,379,1997-08-28,56,68,"Dom","Dom",1998,147,"lifebr",1997,6.34906043057842,3,0
"330",879,22,"BrM",1997,"CN",1994-08-01,1994,379,1997-08-28,56,68,"Dom","Dom",1998,147,"lifebr",1997,6.34906043057842,3,1
"331",880,25,"BrF",1998,"CN",1995-07-23,1995,325,1998-09-27,235,73,"Dom","Dom",1999,2439,"lifebr",1998,3.40909704468116,3,0
"332",884,22,"BrM",1997,"CN",1995-08-11,1995,379,1997-08-28,70,89,"Dom","Dom",1998,158,"lifebr",1997,6.34906043057842,2,1
"333",886,28,"BrM",1999,"CN",1995-08-13,1995,376,1999-09-26,373,37,"Dom","Dom",2000,3051,"lifebr",1999,5.15521640609487,4,1
"334",890,28,"BrM",1999,"CN",1995-08-14,1995,376,1999-09-26,369,28,"Dom","Dom",2000,3046,"lifebr",1999,5.15521640609487,4,1
"335",911,103,"BrM",2010,"CN",1994-05-22,1994,297,2010-03-19,5485,4,"Dom","Dom",2010,4961,"lifebr",2010,2.94367555463228,16,1
"336",912,85,"BrF",2008,"CN",1994-05-22,1994,368,2008-02-21,4312,1,"Dom","Dom",2008,4495,"lifebr",2008,1.83148956081149,14,0
"337",914,27,"BrF",1999,"CN",1994-05-24,1994,283,1999-05-04,2519,109,"Dom","Dom",1999,417,"lifebr",NA,NA,5,0
"338",915,30,"BrF",2003,"CN",1994-05-25,1994,373,2003-09-02,534,129,"Dom","Dom",2003,2686,"lifebr",2003,3.65308711255895,9,0
"339",917,39,"BrM",2000,"CN",1994-05-27,1994,404,2000-08-13,3093,95,"Dom","Dom",2001,3208,"lifebr",NA,NA,6,1
"340",919,37,"BrF",2005,"CN",1994-05-28,1994,374,2005-09-11,733,126,"Dom","Dom",2005,6384,"lifebr",2005,3.76584093842371,11,0
"341",922,27,"BrM",1999,"CN",1994-06-04,1994,283,1999-05-04,315,1,"Dom","Dom",1999,349,"lifebr",NA,NA,5,1
"342",924,28,"BrF",1999,"CN",1994-06-06,1994,376,1999-09-26,367,26,"Dom","Dom",2000,3044,"lifebr",1999,5.15521640609487,5,0
"343",925,39,"BrF",2000,"CN",1994-06-06,1994,404,2000-08-13,3027,3,"Dom","Dom",2001,3136,"lifebr",NA,NA,6,0
"344",927,30,"BrF",2003,"CN",1994-06-08,1994,373,2003-09-02,445,2,"Dom","Dom",2003,2590,"lifebr",2003,3.65308711255895,9,0
"345",929,37,"BrM",2005,"CN",1994-06-09,1994,374,2005-09-11,658,15,"Dom","Dom",2005,5784,"lifebr",2005,3.76584093842371,11,1
"346",932,41,"BrF",2002,"CN",1994-06-10,1994,396,2002-10-02,808,53,"Dom","Dom",2003,483,"lifebr",NA,NA,8,0
"347",941,22,"BrM",1997,"CN",1994-06-19,1994,379,1997-08-28,98,135,"Dom","Dom",1998,174,"lifebr",1997,6.34906043057842,3,1
"348",942,22,"BrF",1997,"CN",1994-06-25,1994,379,1997-08-28,113,167,"Dom","Dom",1998,2351,"lifebr",1997,6.34906043057842,3,0
"349",947,22,"BrM",1997,"CN",1994-08-08,1994,379,1997-08-28,47,55,"Dom","Dom",1998,2323,"lifebr",1997,6.34906043057842,3,1
"350",949,31,"BrF",2003,"CN",1995-08-03,1995,353,2004-01-14,2634,57,"Dom","Dom",2004,2750,"lifebr",NA,NA,8,0
"351",951,40,"BrF",2001,"CN",1995-06-30,1995,305,2001-07-26,3202,88,"Dom","Dom",2002,823,"lifebr",NA,NA,6,0
"352",1018,77,"BrM",2007,"CN",1995-11-03,1995,379,2007-01-29,3958,110,"Dom","Dom",2007,4270,"lifebr",2007,2.69293973167199,12,1
"353",1019,25,"BrF",1998,"CN",1995-11-03,1995,325,1998-09-27,238,77,"Dom","Dom",1999,297,"lifebr",1998,3.40909704468116,3,0
"354",1020,40,"BrM",2001,"CN",1995-11-03,1995,305,2001-07-26,3151,23,"Dom","Dom",2002,791,"lifebr",NA,NA,6,1
"355",1022,28,"BrF",1999,"CN",1995-11-03,1995,376,1999-09-26,416,108,"Dom","Dom",2000,3099,"lifebr",1999,5.15521640609487,4,0
